agg_level_pseo,inst_level,institution,degree_level,cip_level,cipcode,grad_cohort,grad_cohort_years,geo_level,geography,ind_level,industry,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count,status_y1_earnings,status_y1_grads_earn,status_y5_earnings,status_y5_grads_earn,status_y10_earnings,status_y10_grads_earn,status_ipeds_count
42,I,3656,7,4,30.XX,0,5,N,0,A,0,51392,65982,77191,160,54252,72164,87873,82,48823,70420,81333,34,,,,1,1,1,1,1,1,3
42,I,3656,7,4,31.XX,0,5,N,0,A,0,33281,42682,55693,36,44914,54609,89080,32,,,,,,,,1,1,1,1,-1,-1,3
42,I,3656,7,4,40.XX,0,5,N,0,A,0,22775,55102,88195,138,45852,69786,103078,96,72084,92885,147557,43,,,,1,1,1,1,1,1,3
42,I,3656,7,4,42.XX,0,5,N,0,A,0,22277,37478,61287,125,40449,57860,80226,52,,,,,,,,1,1,1,1,5,5,3
42,I,3656,7,4,43.XX,0,5,N,0,A,0,39214,51425,73482,220,40449,54609,73723,108,45852,57318,99735,32,,,,1,1,1,1,1,1,3
42,I,3656,7,4,44.XX,0,5,N,0,A,0,37571,46892,57200,2858,43375,54004,64975,1690,47345,60246,74062,741,,,,1,1,1,1,1,1,3
42,I,3656,7,4,45.XX,0,5,N,0,A,0,32640,46771,64068,247,46841,65344,87207,155,48432,70521,95739,63,,,,1,1,1,1,1,1,3
42,I,3656,7,4,50.XX,0,5,N,0,A,0,25774,39729,54359,33,,,,,,,,,,,,1,1,-1,-1,-1,-1,3
42,I,3656,7,4,51.XX,0,5,N,0,A,0,68201,89984,111168,1764,74089,97122,123358,872,82174,108760,142945,282,,,,1,1,1,1,1,1,3
42,I,3656,7,4,52.XX,0,5,N,0,A,0,55076,73178,98515,3772,70307,94160,125582,2282,80737,113248,156118,970,,,,1,1,1,1,1,1,3
42,I,3656,7,4,54.XX,0,5,N,0,A,0,26643,44711,64493,127,34206,46738,61516,83,50231,62154,78329,43,,,,1,1,1,1,1,1,3
42,I,3656,17,4,03.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,-1,-1,-1,-1,3
42,I,3656,17,4,11.XX,0,5,N,0,A,0,77697,106421,152201,48,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3656,17,4,13.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,-1,-1,-1,-1,3
42,I,3656,17,4,14.XX,0,5,N,0,A,0,64824,87358,110833,358,84376,106421,135094,233,96006,118316,153823,65,,,,1,1,1,1,1,1,3
42,I,3656,17,4,16.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,3
42,I,3656,17,4,23.XX,0,5,N,0,A,0,50022,58479,67979,42,46478,60027,65320,32,,,,,,,,1,1,1,1,5,5,3
42,I,3656,17,4,24.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,3
42,I,3656,17,4,26.XX,0,5,N,0,A,0,39369,54192,66398,43,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3656,17,4,27.XX,0,5,N,0,A,0,50648,64706,79752,41,62260,84653,125760,31,,,,,,,,1,1,1,1,5,5,3
42,I,3656,17,4,40.XX,0,5,N,0,A,0,42203,58522,85981,107,52524,72223,93520,55,,,,,,,,1,1,1,1,5,5,3
42,I,3656,17,4,42.XX,0,5,N,0,A,0,50856,58479,66458,50,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3656,17,4,44.XX,0,5,N,0,A,0,56123,69495,88569,139,62818,79191,108426,87,75484,101964,139500,39,,,,1,1,1,1,1,1,3
42,I,3656,17,4,51.XX,0,5,N,0,A,0,67646,99735,116679,36,,,,,,,,,,,,1,1,5,5,-1,-1,3
42,I,3656,17,4,52.XX,0,5,N,0,A,0,83230,110241,127423,127,97452,117978,139079,86,89080,104192,139816,32,,,,1,1,1,1,1,1,3
42,I,3656,17,4,54.XX,0,5,N,0,A,0,35772,67092,83915,31,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3658,5,4,4.02,0,3,N,0,A,0,36693,45671,54034,574,45660,58125,72098,381,48112,68084,90856,186,874,690,346,1,1,1,1,1,1,1
42,I,3658,5,4,5.01,0,3,N,0,A,0,25520,36483,48757,754,34305,49197,67785,526,44979,60811,88289,269,1488,1224,557,1,1,1,1,1,1,1
42,I,3658,5,4,5.02,0,3,N,0,A,0,24615,35530,49507,205,39099,50677,63749,122,48041,61218,85538,52,351,256,109,1,1,1,1,1,1,1
42,I,3658,5,4,9.01,0,3,N,0,A,0,31310,42070,54115,3058,45267,60678,85125,2126,53625,81132,120797,1136,4423,3641,1948,1,1,1,1,1,1,1
42,I,3658,5,4,9.04,0,3,N,0,A,0,27093,35970,46231,1764,38129,50729,65931,1127,46032,63143,85375,629,2592,2091,1080,1,1,1,1,1,1,1
42,I,3658,5,4,9.07,0,3,N,0,A,0,23181,32190,42900,2515,31988,46165,62371,1708,40622,57840,84337,941,4128,3301,1683,1,1,1,1,1,1,1
42,I,3658,5,4,9.09,0,3,N,0,A,0,32797,41399,51066,4032,45896,60386,82709,2388,57295,84755,123952,1023,5654,4377,1897,1,1,1,1,1,1,1
42,I,3658,5,4,10.02,0,3,N,0,A,0,,,,,,,,,,,,,1,1,,5,5,5,5,-1,-1,1
42,I,3658,5,4,11.01,0,3,N,0,A,0,55501,70854,88926,2721,69367,88582,113937,1953,85008,112814,153098,1333,3793,2949,1942,1,1,1,1,1,1,1
42,I,3658,5,4,14.02,0,3,N,0,A,0,47875,61238,75576,797,65218,79424,95955,429,83177,105408,126098,204,1242,925,369,1,1,1,1,1,1,1
42,I,3658,5,4,14.04,0,3,N,0,A,0,49121,59278,71342,541,62902,76685,91211,328,73181,97071,129109,218,651,550,295,1,1,1,1,1,1,1
42,I,3658,5,4,14.05,0,3,N,0,A,0,38485,56825,74424,280,48198,58221,77697,160,,,,,852,593,,1,1,1,1,-1,-1,1
42,I,3658,5,4,14.07,0,3,N,0,A,0,63559,77804,93637,1291,69596,93853,118807,800,88711,120847,172884,492,1804,1339,641,1,1,1,1,1,1,1
42,I,3658,5,4,14.08,0,3,N,0,A,0,51200,61747,72714,1051,61691,77223,94198,621,74536,95577,123213,334,1425,1057,443,1,1,1,1,1,1,1
42,I,3658,5,4,14.1,0,3,N,0,A,0,57824,70763,85527,3086,72178,89035,113986,2175,88930,117232,159666,1321,4161,3405,1931,1,1,1,1,1,1,1
42,I,3658,5,4,14.19,0,3,N,0,A,0,58943,70723,86070,2340,71829,88861,111702,1432,87720,112073,157884,805,3061,2365,1137,1,1,1,1,1,1,1
42,I,3658,5,4,14.25,0,3,N,0,A,0,87680,114168,142162,845,137605,178252,228422,377,185032,279792,447195,116,1214,828,227,1,1,1,1,1,1,1
42,I,3658,5,4,14.39,0,3,N,0,A,0,,,,,,,,,,,,,,,,5,5,-1,-1,-1,-1,3
42,I,3658,5,4,16.01,0,3,N,0,A,0,24572,33867,46357,284,32148,47260,60920,159,35416,53358,75168,60,539,421,156,1,1,1,1,1,1,1
42,I,3658,5,4,16.03,0,3,N,0,A,0,26850,43957,65486,172,37208,59485,94112,99,49019,70642,126504,31,425,327,102,1,1,1,1,1,1,1
42,I,3658,5,4,16.04,0,3,N,0,A,0,21850,36437,42012,33,35594,46790,84653,34,,,,,68,61,36,1,1,1,1,5,5,1
42,I,3658,5,4,16.05,0,3,N,0,A,0,28288,38829,49521,113,29413,55061,78803,71,41751,55151,78329,43,166,143,81,1,1,1,1,1,1,1
42,I,3658,5,4,16.08,0,3,N,0,A,0,,,,,,,,,,,,,5,2,,5,5,5,5,-1,-1,1
42,I,3658,5,4,16.09,0,3,N,0,A,0,28134,40203,52483,1467,40158,53623,69611,1027,47864,62810,95618,567,2315,1976,1002,1,1,1,1,1,1,1
42,I,3658,5,4,16.11,0,3,N,0,A,0,,,,,,,,,,,,,70,42,12,5,5,5,5,5,5,1
42,I,3658,5,4,16.12,0,3,N,0,A,0,26256,37640,49730,91,32925,46790,65982,72,40821,55151,72084,49,164,145,77,1,1,1,1,1,1,1
42,I,3658,5,4,16.99,0,3,N,0,A,0,,,,,,,,,,,,,31,31,31,5,5,5,5,5,5,1
42,I,3658,5,4,19.01,0,3,N,0,A,0,26436,37151,43969,99,35274,49084,71308,80,,,,,173,158,65,1,1,1,1,5,5,1
42,I,3658,5,4,19.05,0,3,N,0,A,0,25369,35473,46767,681,39801,52580,66178,402,44542,57888,85760,151,1424,939,268,1,1,1,1,1,1,1
42,I,3658,5,4,19.07,0,3,N,0,A,0,24746,33945,45288,806,37472,50279,64642,520,44914,59640,76749,200,1608,1132,390,1,1,1,1,1,1,1
42,I,3658,5,4,19.09,0,3,N,0,A,0,30604,39639,49435,717,39870,53753,69727,453,44711,70737,97515,158,964,833,406,1,1,1,1,1,1,1
42,I,3658,5,4,23.01,0,3,N,0,A,0,25079,35600,47980,2808,36239,49300,63177,2072,44382,58136,81287,1157,4614,3910,2055,1,1,1,1,1,1,1
42,I,3658,5,4,23.13,0,3,N,0,A,0,26353,35374,49605,136,,,,,,,,,318,163,1,1,1,5,5,5,5,1
42,I,3658,5,4,24.01,0,3,N,0,A,0,30175,46422,71334,908,46376,62806,107449,914,61372,103335,185934,556,2174,1819,955,1,1,1,1,1,1,1
42,I,3658,5,4,26.01,0,3,N,0,A,0,24363,34798,47092,3082,43279,54642,71485,2736,57318,89208,153528,1306,8247,6184,2481,1,1,1,1,1,1,1
42,I,3658,5,4,26.02,0,3,N,0,A,0,25580,35190,47706,644,42016,52872,65697,649,53617,86526,161462,409,1850,1378,610,1,1,1,1,1,1,1
42,I,3658,5,4,26.03,0,3,N,0,A,0,,,,,,,,,,,,,16,16,16,5,5,5,5,5,5,1
42,I,3658,5,4,26.05,0,3,N,0,A,0,30132,38083,50074,161,42522,53560,68146,207,55354,81056,148462,211,242,242,242,1,1,1,1,1,1,1
42,I,3658,5,4,26.07,0,3,N,0,A,0,24615,38108,48432,97,35060,48041,66398,118,49410,61681,96405,131,122,122,121,1,1,1,1,1,1,1
42,I,3658,5,4,26.13,0,3,N,0,A,0,26353,36128,47846,82,36591,44399,54192,71,41751,58152,96627,83,99,99,98,1,1,1,1,1,1,1
42,I,3658,5,4,26.15,0,3,N,0,A,0,,,,,,,,,,,,,22,,,5,5,-1,-1,-1,-1,1
42,I,3658,5,4,27.01,0,3,N,0,A,0,37723,52853,66760,1746,49075,64721,94300,1091,56926,83388,127381,577,2775,2047,1008,1,1,1,1,1,1,1
42,I,3658,5,4,30.01,0,3,N,0,A,0,,,,,,,,,,,,,2,2,,5,5,5,5,-1,-1,1
42,I,3658,5,4,30.08,0,3,N,0,A,0,,,,,,,,,,,,,2,2,,5,5,5,5,-1,-1,1
42,I,3658,5,4,30.2,0,3,N,0,A,0,29350,42433,56979,130,,,,,,,,,494,53,,1,1,5,5,-1,-1,1
42,I,3658,5,4,30.22,0,3,N,0,A,0,22329,29685,42682,48,31585,52733,73587,35,,,,,89,72,32,1,1,1,1,5,5,1
42,I,3658,5,4,30.99,0,3,N,0,A,0,36945,47986,53978,3620,42380,51411,58654,2224,45871,54511,65097,1202,4566,3685,2033,1,1,1,1,1,1,1
42,I,3658,5,4,31.05,0,3,N,0,A,0,26775,38007,51629,1290,43606,56191,73250,973,48319,66458,93311,414,2455,1785,719,1,1,1,1,1,1,1
42,I,3658,5,4,38.01,0,3,N,0,A,0,22623,33604,50126,462,33993,50123,77065,390,48080,71062,111435,195,1008,817,405,1,1,1,1,1,1,1
42,I,3658,5,4,38.02,0,3,N,0,A,0,19635,31616,42821,99,33352,43798,58165,63,,,,,244,194,75,1,1,1,1,5,5,1
42,I,3658,5,4,40.02,0,3,N,0,A,0,29685,39369,53608,80,38289,51273,66814,34,41286,57318,82440,42,164,123,51,1,1,1,1,1,1,1
42,I,3658,5,4,40.05,0,3,N,0,A,0,32186,43456,57047,548,41873,55879,76133,369,57195,86234,124718,177,1091,793,306,1,1,1,1,1,1,1
42,I,3658,5,4,40.06,0,3,N,0,A,0,36498,50648,73974,465,51690,70324,129560,290,53202,75265,170668,143,768,556,228,1,1,1,1,1,1,1
42,I,3658,5,4,40.08,0,3,N,0,A,0,28870,42235,61237,334,39477,63005,91078,207,64493,89790,120462,140,722,492,235,1,1,1,1,1,1,1
42,I,3658,5,4,40.99,0,3,N,0,A,0,,,,,,,,,,,,,15,15,15,5,5,5,5,5,5,1
42,I,3658,5,4,42.01,0,3,N,0,A,0,23474,33611,45551,3115,36909,49909,66232,2590,45633,62083,89051,1477,5882,4789,2570,1,1,1,1,1,1,1
42,I,3658,5,4,44.07,0,3,N,0,A,0,26691,36427,44150,665,35680,45242,54747,447,41154,52464,64170,208,1050,806,369,1,1,1,1,1,1,1
42,I,3658,5,4,45.02,0,3,N,0,A,0,22507,31438,42025,696,30957,43742,57506,507,36627,51865,68571,298,1344,1070,540,1,1,1,1,1,1,1
42,I,3658,5,4,45.03,0,3,N,0,A,0,23704,30952,40233,61,29141,40089,53358,77,38289,47729,63749,46,129,112,77,1,1,1,1,1,1,1
42,I,3658,5,4,45.06,0,3,N,0,A,0,36166,49410,65926,3373,50561,70729,100615,2323,65902,95974,148373,1396,5487,4304,2351,1,1,1,1,1,1,1
42,I,3658,5,4,45.07,0,3,N,0,A,0,25737,36636,49717,718,36731,48808,63855,472,44515,58673,78729,255,1178,956,440,1,1,1,1,1,1,1
42,I,3658,5,4,45.1,0,3,N,0,A,0,27193,39426,52627,3239,43886,59992,86552,2781,54049,80073,123300,1322,6579,5529,2633,1,1,1,1,1,1,1
42,I,3658,5,4,45.11,0,3,N,0,A,0,26779,37061,47699,1479,35586,49530,68854,1001,46294,63890,93781,500,2423,1939,969,1,1,1,1,1,1,1
42,I,3658,5,4,45.12,0,3,N,0,A,0,25870,40044,51857,131,37208,46478,59485,50,,,,,224,154,22,1,1,1,1,5,5,1
42,I,3658,5,4,50.01,0,3,N,0,A,0,21063,29968,39877,506,28306,40521,56471,347,33565,54894,77892,196,890,707,362,1,1,1,1,1,1,1
42,I,3658,5,4,50.03,0,3,N,0,A,0,19683,28236,40179,37,,,,,,,,,94,68,37,1,1,5,5,5,5,1
42,I,3658,5,4,50.04,0,3,N,0,A,0,30554,41209,51482,330,41398,54341,71150,229,44579,62546,85483,141,462,375,216,1,1,1,1,1,1,1
42,I,3658,5,4,50.05,0,3,N,0,A,0,38289,47781,56484,98,37208,49605,56505,66,33726,50856,59350,39,119,97,60,1,1,1,1,1,1,1
42,I,3658,5,4,50.07,0,3,N,0,A,0,22192,31585,43211,1243,29082,42225,56265,928,34115,48948,66486,582,2190,1819,1027,1,1,1,1,1,1,1
42,I,3658,5,4,50.09,0,3,N,0,A,0,27155,41491,54978,460,34847,52631,62133,350,43128,58221,71308,172,1011,789,367,1,1,1,1,1,1,1
42,I,3658,5,4,50.1,0,3,N,0,A,0,,,,,,,,,,,,,8,2,,5,5,5,5,-1,-1,1
42,I,3658,5,4,51,0,3,N,0,A,0,23214,33604,45004,195,38289,48725,59756,152,50231,63005,76670,47,304,304,136,1,1,1,1,1,1,1
42,I,3658,5,4,51.02,0,3,N,0,A,0,23399,33111,45149,613,45756,58251,70642,528,47553,59937,77065,271,1305,920,432,1,1,1,1,1,1,1
42,I,3658,5,4,51.09,0,3,N,0,A,0,19626,26121,31702,33,27222,51690,60771,31,,,,,133,83,8,1,1,1,1,5,5,1
42,I,3658,5,4,51.1,0,3,N,0,A,0,43550,51440,59604,97,54268,63855,72528,69,,,,,130,102,52,1,1,1,1,5,5,1
42,I,3658,5,4,51.15,0,3,N,0,A,0,23803,33459,46924,80,39504,51169,66481,101,41789,56641,77276,78,94,94,94,1,1,1,1,1,1,1
42,I,3658,5,4,51.2,0,3,N,0,A,0,,,,,,,,,,,,,14,14,14,5,5,5,5,5,5,1
42,I,3658,5,4,51.22,0,3,N,0,A,0,28598,38857,53984,138,,,,,,,,,500,98,,1,1,5,5,-1,-1,1
42,I,3658,5,4,51.38,0,3,N,0,A,0,51913,62391,72170,1741,51654,68858,88181,917,58673,82440,109064,452,2030,1598,681,1,1,1,1,1,1,1
42,I,3658,5,4,52.01,0,3,N,0,A,0,59796,76005,107053,1238,71562,105656,162857,754,107662,161420,283043,403,1747,1421,703,1,1,1,1,1,1,1
42,I,3658,5,4,52.02,0,3,N,0,A,0,38721,54096,69135,832,48026,66267,93742,445,58402,90049,128640,216,1224,903,383,1,1,1,1,1,1,1
42,I,3658,5,4,52.03,0,3,N,0,A,0,53982,61248,70858,2770,70689,90419,114436,1502,88903,127621,184153,716,3319,2561,1151,1,1,1,1,1,1,1
42,I,3658,5,4,52.08,0,3,N,0,A,0,47351,62841,81111,3702,59512,86631,127921,2510,79336,124393,197014,1301,5247,4261,2226,1,1,1,1,1,1,1
42,I,3658,5,4,52.12,0,3,N,0,A,0,51441,64692,78639,1421,62587,83592,106886,998,77181,109351,149955,759,1724,1365,902,1,1,1,1,1,1,1
42,I,3658,5,4,52.14,0,3,N,0,A,0,35835,47535,62688,2227,48027,65845,93015,1467,58426,87973,129799,736,3020,2548,1283,1,1,1,1,1,1,1
42,I,3658,5,4,54.01,0,3,N,0,A,0,25834,37055,50654,2054,37545,52107,71267,1519,48469,66895,107290,851,3692,3104,1515,1,1,1,1,1,1,1
42,I,3658,7,4,04.XX,0,5,N,0,A,0,41073,50090,61971,857,48735,62207,79056,513,51392,67548,85145,204,,,,1,1,1,1,1,1,3
42,I,3658,7,4,05.XX,0,5,N,0,A,0,26044,39784,53150,444,33382,50356,70887,296,48823,63005,90412,144,,,,1,1,1,1,1,1,3
42,I,3658,7,4,09.XX,0,5,N,0,A,0,32806,44157,56876,1164,45354,63479,86348,750,56302,76433,105392,284,,,,1,1,1,1,1,1,3
42,I,3658,7,4,11.XX,0,5,N,0,A,0,63005,99325,132076,556,106117,135778,186343,375,115339,158813,225945,178,,,,1,1,1,1,1,1,3
42,I,3658,7,4,13.XX,0,5,N,0,A,0,39558,52097,64392,1980,45668,59478,74137,1253,52906,66865,89147,543,,,,1,1,1,1,1,1,3
42,I,3658,7,4,14.XX,0,5,N,0,A,0,54548,77824,101324,4513,81071,105301,137083,3141,99295,132968,183508,1487,,,,1,1,1,1,1,1,3
42,I,3658,7,4,15.XX,0,5,N,0,A,0,95739,117807,150874,116,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3658,7,4,16.XX,0,5,N,0,A,0,24989,32520,41878,388,32812,47008,61583,269,40359,54835,75078,143,,,,1,1,1,1,1,1,3
42,I,3658,7,4,19.XX,0,5,N,0,A,0,25870,34145,42961,51,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3658,7,4,22.XX,0,5,N,0,A,0,35975,59350,100849,83,52107,89080,167417,40,,,,,,,,1,1,1,1,5,5,3
42,I,3658,7,4,23.XX,0,5,N,0,A,0,25535,33197,46087,404,36502,52482,66667,305,51273,65238,91744,152,,,,1,1,1,1,1,1,3
42,I,3658,7,4,24.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,-1,-1,-1,-1,3
42,I,3658,7,4,25.XX,0,5,N,0,A,0,37790,48166,58682,1248,43893,54181,65327,864,48861,59339,72747,438,,,,1,1,1,1,1,1,3
42,I,3658,7,4,26.XX,0,5,N,0,A,0,35934,46620,60920,114,45891,60399,84969,93,59756,82440,124271,43,,,,1,1,1,1,1,1,3
42,I,3658,7,4,27.XX,0,5,N,0,A,0,38289,58372,74265,352,57380,80427,110957,221,77486,105585,163139,83,,,,1,1,1,1,1,1,3
42,I,3658,7,4,30.XX,0,5,N,0,A,0,37012,54053,88739,202,46820,71213,112437,113,61516,109763,149547,38,,,,1,1,1,1,1,1,3
42,I,3658,7,4,31.XX,0,5,N,0,A,0,25967,37125,53358,88,42012,50995,64245,63,,,,,,,,1,1,1,1,5,5,3
42,I,3658,7,4,38.XX,0,5,N,0,A,0,24164,31857,76433,42,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3658,7,4,40.XX,0,5,N,0,A,0,34834,59781,121491,492,52029,89841,165672,303,62558,95930,161225,149,,,,1,1,1,1,1,1,3
42,I,3658,7,4,42.XX,0,5,N,0,A,0,25194,37077,51425,460,44007,59705,76711,331,50606,65100,91363,164,,,,1,1,1,1,1,1,3
42,I,3658,7,4,44.XX,0,5,N,0,A,0,38139,47814,58971,2829,44682,57854,75307,1762,50522,66498,91000,709,,,,1,1,1,1,1,1,3
42,I,3658,7,4,45.XX,0,5,N,0,A,0,25433,32634,51138,602,42905,63348,91300,313,57657,75484,99735,172,,,,1,1,1,1,1,1,3
42,I,3658,7,4,50.XX,0,5,N,0,A,0,21637,32170,47185,781,31341,44337,58775,581,39801,52970,69394,295,,,,1,1,1,1,1,1,3
42,I,3658,7,4,51.XX,0,5,N,0,A,0,51363,65840,86890,1152,53269,75275,102025,715,61392,84653,116828,330,,,,1,1,1,1,1,1,3
42,I,3658,7,4,52.XX,0,5,N,0,A,0,66630,97759,141588,10050,93230,128778,191654,6443,109289,160298,241226,2787,,,,1,1,1,1,1,1,3
42,I,3658,7,4,54.XX,0,5,N,0,A,0,20726,26224,36437,74,39489,51750,70737,88,53827,64865,82993,55,,,,1,1,1,1,1,1,3
42,I,3658,17,4,04.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,3
42,I,3658,17,4,05.XX,0,5,N,0,A,0,35772,51392,66814,75,50231,58131,64493,47,,,,,,,,1,1,1,1,5,5,3
42,I,3658,17,4,09.XX,0,5,N,0,A,0,54910,67250,83546,152,60623,69865,87499,118,68478,81702,103746,46,,,,1,1,1,1,1,1,3
42,I,3658,17,4,11.XX,0,5,N,0,A,0,91078,128556,165766,230,120820,147652,200114,138,106421,146893,196729,54,,,,1,1,1,1,1,1,3
42,I,3658,17,4,13.XX,0,5,N,0,A,0,59430,75502,97271,894,63420,83404,108211,614,66315,86997,124756,276,,,,1,1,1,1,1,1,3
42,I,3658,17,4,14.XX,0,5,N,0,A,0,78630,103348,127742,1895,99843,122732,154192,1178,110675,145674,195295,492,,,,1,1,1,1,1,1,3
42,I,3658,17,4,16.XX,0,5,N,0,A,0,44574,56676,67583,349,49705,60623,69889,234,51273,66299,77308,112,,,,1,1,1,1,1,1,3
42,I,3658,17,4,19.XX,0,5,N,0,A,0,39729,58479,70975,58,31857,68201,83177,32,,,,,,,,1,1,1,1,5,5,3
42,I,3658,17,4,23.XX,0,5,N,0,A,0,49067,59208,71113,321,56150,65703,79154,205,66933,78441,98403,100,,,,1,1,1,1,1,1,3
42,I,3658,17,4,25.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,3
42,I,3658,17,4,26.XX,0,5,N,0,A,0,38140,46507,58067,491,50637,62880,95255,357,64162,91152,119167,141,,,,1,1,1,1,1,1,3
42,I,3658,17,4,27.XX,0,5,N,0,A,0,52107,67646,96691,180,85257,114892,156999,105,97071,127993,156772,37,,,,1,1,1,1,1,1,3
42,I,3658,17,4,30.XX,0,5,N,0,A,0,46321,54192,70642,58,59124,66933,86867,40,,,,,,,,1,1,1,1,5,5,3
42,I,3658,17,4,31.XX,0,5,N,0,A,0,49214,59350,77245,31,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3658,17,4,38.XX,0,5,N,0,A,0,44170,58549,74915,58,48198,67313,91363,50,,,,,,,,1,1,1,1,5,5,3
42,I,3658,17,4,40.XX,0,5,N,0,A,0,50055,66315,103686,815,67108,95950,131093,563,75484,112437,156403,269,,,,1,1,1,1,1,1,3
42,I,3658,17,4,42.XX,0,5,N,0,A,0,45056,60133,77360,504,57934,75240,96849,342,64493,86867,110181,154,,,,1,1,1,1,1,1,3
42,I,3658,17,4,44.XX,0,5,N,0,A,0,59714,74453,86867,109,68478,80226,99143,62,63005,84653,111769,34,,,,1,1,1,1,1,1,3
42,I,3658,17,4,45.XX,0,5,N,0,A,0,49993,64207,81799,473,57572,72146,89887,358,65089,80890,102291,171,,,,1,1,1,1,1,1,3
42,I,3658,17,4,50.XX,0,5,N,0,A,0,33993,47712,61374,438,44947,55489,67108,309,47260,65238,80226,152,,,,1,1,1,1,1,1,3
42,I,3658,17,4,51.XX,0,5,N,0,A,0,56716,79720,105649,274,71640,97492,144240,170,80718,111620,169894,94,,,,1,1,1,1,1,1,3
42,I,3658,17,4,52.XX,0,5,N,0,A,0,118886,151822,194149,178,117572,155700,199400,121,113850,153890,202922,61,,,,1,1,1,1,1,1,3
42,I,3658,17,4,54.XX,0,5,N,0,A,0,47136,53851,64629,152,51829,61681,73723,112,61962,71252,93742,65,,,,1,1,1,1,1,1,3
42,I,3658,18,4,22.01,0,5,N,0,A,0,69128,128140,180668,4892,82634,146091,227805,3353,79941,143481,232466,1343,6530,4690,2439,1,1,1,1,1,1,1
42,I,3658,18,4,51.02,0,5,N,0,A,0,59350,68201,77855,38,,,,,,,,,55,17,,1,1,5,5,-1,-1,1
42,I,3658,18,4,51.2,0,5,N,0,A,0,100335,125154,148338,1548,105148,128450,152909,1063,105649,133363,160573,468,1824,1221,603,1,1,1,1,1,1,1
42,I,3659,5,4,51,0,3,N,0,A,0,64741,78552,94408,422,58898,83972,106699,99,,,,,483,373,1,1,1,1,1,5,5,1
42,I,3659,5,4,51.06,0,3,N,0,A,0,44037,57017,70871,330,45919,60027,72084,130,48198,60027,78329,42,457,349,105,1,1,1,1,1,1,1
42,I,3659,5,4,51.09,0,3,N,0,A,0,50471,62878,79424,379,51960,68785,94408,220,61888,85602,109763,125,508,363,176,1,1,1,1,1,1,1
42,I,3659,5,4,51.1,0,3,N,0,A,0,37863,46503,53784,229,44102,53358,65982,128,48432,58796,69033,53,297,230,95,1,1,1,1,1,1,1
42,I,3659,5,4,51.23,0,3,N,0,A,0,53775,62674,71391,46,59576,76433,86375,43,56979,79467,93409,47,52,52,52,1,1,1,1,1,1,1
42,I,3659,5,4,51.31,0,3,N,0,A,0,,,,,,,,,,,,,10,,,5,5,-1,-1,-1,-1,1
42,I,3659,5,4,51.38,0,3,N,0,A,0,52385,62130,73027,2816,56623,71738,88581,1519,61193,79540,98078,859,3587,2653,1315,1,1,1,1,1,1,1
42,I,3659,5,4,51.99,0,3,N,0,A,0,25580,31374,40896,42,55717,67646,82808,81,55964,85458,99120,67,46,46,46,1,1,1,1,1,1,1
42,I,3659,7,4,13.XX,0,5,N,0,A,0,46924,52941,59350,40,,,,,,,,,,,,1,1,5,5,5,5,3
42,I,3659,7,4,14.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,-1,-1,-1,-1,3
42,I,3659,7,4,26.XX,0,5,N,0,A,0,36608,48432,59124,88,50105,60027,78329,54,55512,76433,106421,38,,,,1,1,1,1,1,1,3
42,I,3659,7,4,40.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,3
42,I,3659,7,4,51.XX,0,5,N,0,A,0,60213,78916,98312,1509,67010,88910,112344,942,69462,90533,111798,318,,,,1,1,1,1,1,1,3
42,I,3659,17,4,14.XX,0,5,N,0,A,0,,,,,,,,,,,,,,,,5,5,5,5,-1,-1,3
42,I,3659,17,4,26.XX,0,5,N,0,A,0,37485,46087,60399,253,51982,71160,107853,178,65387,94408,159573,82,,,,1,1,1,1,1,1,3
42,I,3659,17,4,40.XX,0,5,N,0,A,0,49136,114595,137002,54,81333,149926,188885,46,,,,,,,,1,1,1,1,5,5,3
42,I,3659,17,4,51.XX,0,5,N,0,A,0,59350,82993,104033,55,77065,86129,134287,34,,,,,,,,1,1,1,1,5,5,3
